NAME OF COMPANY,SYMBOL,SECTOR
Gujarat State Fertilizers & Chem.Ltd,GSFC,Chemicals
Gujarat State Financial corporation,GUJSTATFIN,Financial Services
Gujarat State Petronet Ltd.,GSPL,"Oil, Gas & Consumable Fuels"
Gujarat Terce Laboratories Ltd,GUJTERC,Healthcare
Gujarat Themis Biosyn Ltd.,GUJTHEM,Healthcare
Gujarat Toolroom Ltd.,GUJTLRM,Capital Goods
"Gujchem Distillers India Ltd.,",GUJCMDS,Chemicals
Gulf Oil Lubricants India Limited,GULFOILLUB,"Oil, Gas & Consumable Fuels"
Gulshan Polyols Ltd.,GULPOLY,Chemicals
Gyan Developers & Builders Ltd.,GYANDEV,Realty
GYSCOAL ALLOYS LIMITED,GAL,Capital Goods
H.G. Infra Engineering Limited,HGINFRA,Construction
"H.P. Cotton Textile Mills Ltd.,",HPCOTTON,Textiles
H.S.India Ltd.,HOTLSILV,Consumer Services
Halder Venture Limited,HALDER,Fast Moving Consumer Goods
Haldyn Glass Limited,HALDYNGL,Capital Goods
HANMAN FIT LIMITED,HANMAN,Consumer Services
Happiest Minds Technologies Limited,HAPPSTMNDS,Information Technology
"Hardcastle & Waud Mfg. Co. Ltd.,",HARDCAS,Chemicals
HARDWYN INDIA LIMITED,HARDWYN,Services
Hari Govind International Ltd.,HARIGOV,Textiles
Haria Apparels Limited,HARIAAPL,Textiles
Haria Exports Ltd.,HARIAEXPO,Consumer Durables
Hariom Pipe Industries Limited,HARIOMPIPE,Capital Goods
Harish Textile Engineers Limited,HARISH,Capital Goods
Hariyana Ship Breakers Ltd.,HRYNSHP,Capital Goods
HARIYANA VENTURES LIMITED,HVL,Capital Goods
Harmony Capital Services Ltd.,HRMNYCP,Services
"Harrisons Malayalam Ltd.,",HARRMALAYA,Fast Moving Consumer Goods
Haryana Capfin Ltd.,HARYNACAP,Financial Services
"Haryana Leather Chemicals Ltd.,",HARLETH,Chemicals
Hasti Finance Ltd.,HASTIFIN,Financial Services
Hathway Bhawani Cabletel & Datacom,HATHWAYB,"Media, Entertainment & Publication"
Hathway Cable & Datacom Limited,HATHWAY,"Media, Entertainment & Publication"
Hatsun Agro Products Ltd.,HATSUN,Fast Moving Consumer Goods
Havells India Limited,HAVELLS,Consumer Durables
Hawa Engineers ltd.,HAWAENG,Capital Goods
Hawkins Cooker Ltd.,HAWKINCOOK,Consumer Durables
Hazoor Multi Projects Limited,HAZOOR,Realty
HB Estate Developers Ltd.,HBESD,Realty
"HB Leasing & Finance Co. Ltd.,",HBLEAS,Financial Services
HB Portfolio Ltd.,HBPOR,Financial Services
HB Stockholdings Ltd.,HBSTOCK,Financial Services
HBL Power Systems Ltd.,HBLPOWER,Capital Goods
HCKK Ventures Limited,HCKKVENTURE,Diversified
HCL Infosystems Ltd,HCL-INSYS,Information Technology
HCL Technologies Ltd,HCLTECH,Information Technology
HCP PLASTENE BULKPACK LIMITED,HPBL,Capital Goods
HDFC Asset Management Company Limited,HDFCAMC,Financial Services
HDFC Bank Ltd.,HDFCBANK,Financial Services
HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,Financial Services
HealthCare Global Enterprises Limited,HCG,Healthcare
"Healthy Investments Ltd.,",HEALINV,Services
Heera Ispat Ltd.,HEERAISP,Capital Goods
HEG Ltd.,HEG,Capital Goods
HeidelbergCement  India Limited,HEIDELBERG,Construction Materials
Helpage Finlease Ltd.,HELPAGE,Financial Services
Hemang Resources Limited,HEMANG,Services
Hemisphere Properties India Limited,HEMIPROP,Realty
Hemo Organic Limited,HEMORGANIC,Services
Heranba Industries Limited,HERANBA,Chemicals
"Hercules Hoists Ltd.,",HERCULES,Capital Goods
Heritage Foods Limited,HERITGFOOD,Fast Moving Consumer Goods
Hero MotoCorp Limited,HEROMOTOCO,Automobile and Auto Components
Hester Biosciences Ltd,HESTERBIO,Healthcare
Hexa Tradex Limited,HEXATRADEX,Services
HFCL LIMITED,HFCL,Telecommunication
"High Energy Batteries (India) Ltd.,",HIGHENE,Fast Moving Consumer Goods
Hikal Ltd.,HIKAL,Healthcare
Hi-Klass Trading and Investment Limited,HIKLASS,Financial Services
HIL Limited,HIL,Consumer Durables
HILIKS TECHNOLOGIES LIMITED,HILIKS,Financial Services
HILTON METAL FORGING LIMITED,HILTON,Capital Goods
HIM TEKNOFORGE LIMITED,HIMTEK,Automobile and Auto Components
"Himachal Fibres Ltd.,",HIMFIBP,Textiles
Himadri Speciality Chemical Ltd.,HSCL,Chemicals
HIMALAYA FOOD INTERNATIONAL LIMITED,HFIL,Fast Moving Consumer Goods
"Himatsingka Seide Ltd.,",HIMATSEIDE,Textiles
HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,Metals & Mining
HIND COMMERCE LIMITED,HCLTD,Services
"Hind Rectifiers Ltd.,",HIRECT,Capital Goods
Hindalco Industries Ltd.,HINDALCO,Metals & Mining
Hindoostan Mills Ltd.,HINDMILL,Textiles
Hinduja Global Solutions Limited,HGS,Services
Hindustan Adhesives Ltd.,HINDADH,Capital Goods
Hindustan Aeronautics Limited,HAL,Capital Goods
Hindustan Appliances Ltd,HINDAPL,Services
Hindustan Bio Sciences Ltd.,HINDBIO,Information Technology
Hindustan Composites Ltd,HINDCOMPOS,Automobile and Auto Components
"Hindustan Construction Co. Ltd.,",HCC,Construction
Hindustan Copper Ltd.,HINDCOPPER,Metals & Mining
"Hindustan Flurocarbons Ltd.,",HINFLUR,Chemicals
"Hindustan Foods Ltd.,",HNDFDS,Fast Moving Consumer Goods
HINDUSTAN HARDY LIMITED,HINDHARD,Automobile and Auto Components
"Hindustan Housing Co. Ltd.,",ZHINDHSG,Financial Services
Hindustan Media Ventures Limited,HMVL,"Media, Entertainment & Publication"
"Hindustan Motors Ltd.,",HINDMOTORS,Automobile and Auto Components
Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,"Oil, Gas & Consumable Fuels"
"Hindustan Organic Chemicals Ltd.,",HOCL,Chemicals
Hindustan Petroleum Corporation Ltd,HINDPETRO,"Oil, Gas & Consumable Fuels"
Hindustan Tin Works Ltd.,HINDTIN,Capital Goods
"Hindustan Unilever Ltd.,",HINDUNILVR,Fast Moving Consumer Goods
"Hindustan Zinc Ltd.,",HINDZINC,Metals & Mining
Hindusthan Udyog Ltd,ZHINUDYP,Capital Goods
HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL,Capital Goods
Hipolin Ltd.,HIPOLIN,Fast Moving Consumer Goods
Hira Automobiles Ltd.,HIRAUTO,Services
Hisar Metal Industries Ltd.,HISARMET,Capital Goods
Hisar Spinning Mills Ltd,HISARSP,Textiles
HITACHI ENERGY INDIA LIMITED,POWERINDIA,Capital Goods
Hitech Corporation Limited,HITECHCORP,Capital Goods
HI-TECH PIPES LIMITED,HITECH,Capital Goods
Hittco Tools Ltd.,HITTCO,Capital Goods
HKG LIMITED,HKG,Services
HLE GLASCOAT LIMITED,HLEGLAS,Capital Goods
HLV LIMITED,HLVLTD,Consumer Services
HMT Limited,HMT,Capital Goods
Home First Finance Company India Limited,HOMEFIRST,Financial Services
HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,Capital Goods
Honeywell Automation India Ltd.,HONAUT,Capital Goods
Housing &Urban Development Corporation Ltd.,HUDCO,Financial Services
Housing Development Finance Corp.Lt,HDFC,Financial Services
HOV Services Limited,HOVS,Information Technology
Howard Hotels Limited,HOWARHO,Consumer Services
HP Adhesives Limited,HPAL,Chemicals
HPL Electric & Power Limited,HPL,Consumer Durables
HT Media Ltd,HTMEDIA,"Media, Entertainment & Publication"
Hubtown Limited,HUBTOWN,Realty
HUHTAMAKI INDIA LIMITED,HUHTAMAKI,Capital Goods
Humming Bird Education Limited,HBEL,Consumer Services
HYPERSOFT TECHNOLOGIES LIMITED,HYPERSOFT,Information Technology
"ICDS Ltd.,",ICDSLTD,Services
ICICI Bank Ltd.,ICICIBANK,Financial Services
ICICI Lombard General Insurance Company Limited ,ICICIGI,Financial Services
ICICI Prudential Life Insurance Company Limited,ICICIPRULI,Financial Services
ICICI Prudential Mutual Fund,ICICISENSX,Financial Services
ICICI Securities Limited,ISEC,Financial Services
ICL Organic Dairy Products Limited,ICLORGANIC,Fast Moving Consumer Goods
ICRA Limited,ICRA,Financial Services
ID INFO BUSINESS SERVICES LTD.,IDINFO,Financial Services
IDBI Bank Ltd,IDBI,Financial Services
IDFC FIRST BANK LIMITED,IDFCFIRSTB,Financial Services
IDFC LIMITED,IDFC,Financial Services
IEL LIMITED,INDXTRA,Fast Moving Consumer Goods
IFB Agro Industries Ltd,IFBAGRO,Fast Moving Consumer Goods
IFB Industries Limited,IFBIND,Consumer Durables
IFCI Ltd.,IFCI,Financial Services
IFGL Refractories Limited,IFGLEXPOR,Capital Goods
IFL ENTERPRISES LIMITED,IFL,Services
IG Petrochemicals Ltd,IGPL,Chemicals
Igarashi Motors India Ltd.,IGARASHI,Automobile and Auto Components
IGC Industries Limited,IGCIL,Services
IIFL FINANCE LIMITED ,IIFL,Financial Services
IIFL Securities Limited,IIFLSEC,Financial Services
IIFL Wealth Management Limited,IIFLWAM,Financial Services
IITL PROJECTS LIMITED,IITLPROJ,Realty
Ikab Securities & Investment Ltd.,IKAB,Financial Services
IL & FS Investment Managers Ltd.,IVC,Financial Services
IL&FS Engineering and Construction Company Ltd,IL&FSENGG,Construction
IL&FS Transportation Networks Limited,IL&FSTRANS,Construction
IM+ Capitals Limited,IMCAP,Financial Services
IMAGICAAWORLD ENTERTAINMENT LIMITED,IMAGICAA,Consumer Services
IMEC SERVICES LIMITED,IMEC,Services
IMP Power Ltd.,INDLMETER,Capital Goods
Impex Ferro tech Ltd.,IMPEXFERRO,Metals & Mining
Inani Marbles & Industries Ltd.,INANI,Construction Materials
Inani Securities Ltd.,INANISEC,Financial Services
Incap Ltd,INCAP,Capital Goods
Incon Engineers Ltd.,INCON,Capital Goods
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,Capital Goods
Ind Bank Housing Ltd,INDBNK,Financial Services
IND Renewable Energy Ltd,INDRENEW,Power
"Indag Rubber Ltd.,",INDAG,Automobile and Auto Components
Ind-Agiv Commerce Ltd.,INDAGIV,Services
Indbank Merchant Banking Services L,INDBANK,Financial Services
Indergiri Finance ltd.,INDERGR,Financial Services
India Cements Capital Limited,INDCEMCAP,Financial Services
"India Cements Ltd.,",INDIACEM,Construction Materials
India Finsec Limited,IFINSEC,Financial Services
India Gelatine & Chemicals Ltd.,INDGELA,Chemicals
India Glycols Ltd,INDIAGLYCO,Chemicals
India Home Loan Limited,INDIAHOME,Financial Services
India Infraspace Ltd,INDINFRA,Services
"India Lease Devl. Ltd.,",INDLEASE,Financial Services
INDIA MOTOR PARTS & ACCESSORIES LTD,IMPAL,Automobile and Auto Components
India Nippon Electricals Ltd,INDNIPPON,Automobile and Auto Components
India Nivesh Limited,INDIANVSH,Financial Services
India Pesticides Limited,IPL,Chemicals
"India Radiators Ltd.,",INRADIA,Automobile and Auto Components
India Steel Works Ltd,ISWL,Capital Goods
India Tourism Development Corporati,ITDC,Consumer Services
INDIABULLS HOUSING FINANCE LIMITED,IBULHSGFIN,Financial Services
Indiabulls Real Estate Limited,IBREALEST,Realty
IndiaMART InterMESH Limited,INDIAMART,Consumer Services
Indian Acrylics Ltd,INDIANACRY,Chemicals
Indian Bank,INDIANB,Financial Services
"Indian Bright Steel Co. Ltd.,",IBRIGST,Capital Goods
Indian Card Clothing Ltd,INDIANCARD,Textiles
Indian Energy Exchange Limited,IEX,Financial Services
Indian Hotels Co. Ltd,INDHOTEL,Consumer Services
"Indian Hume Pipe Co. Ltd.,",INDIANHUME,Capital Goods
"Indian Infotech And Software Ltd.,",INDINFO,Financial Services
"Indian Link Chain Mnfrs. Ltd.,",INLCM,Capital Goods
Indian Metals & Ferro Alloys Limited,IMFA,Metals & Mining
Indian Oil Corporation Ltd.,IOC,"Oil, Gas & Consumable Fuels"
Indian Overseas Bank,IOB,Financial Services
Indian Railway Catering & Tourism Corporation Ltd,IRCTC,Consumer Services
Indian Railway Finance Corporation,IRFC,Financial Services
Indian Sucrose Ltd.,INDSUCR,Fast Moving Consumer Goods
Indian Terrain Fashions Limited,INDTERRAIN,Textiles
"Indian Toners & Developers Ltd.,",INDTONER,Chemicals
Indigo Paints Limited,INDIGOPNTS,Consumer Durables
Inditrade Capital Limited,INDICAP,Financial Services
Indo Amines Ltd.,INDOAMIN,Chemicals
Indo Asian Finance Limited,INDOASIAF,Financial Services
"Indo Borax & Chemicals Ltd.,",INDOBORAX,Chemicals
Indo Cotspin Limited,ICL,Textiles
Indo Count Industries Ltd,ICIL,Textiles
Indo Euro Indchem Limited,INDOEURO,Chemicals
"Indo Gulf Industries  Ltd.,",IGLFXPL-B,Chemicals
Indo National Limited,NIPPOBATRY,Fast Moving Consumer Goods
"Indo Rama Synthetics (India) Ltd.,",INDORAMA,Textiles
Indo Tech Transformers Limited,INDOTECH,Capital Goods
Indo Thai Securities Limited,INDOTHAI,Financial Services
Indo US Bio-Tech Limited,INDOUS,Fast Moving Consumer Goods
Indo-City Infotech Ltd.,INDOCITY,Information Technology
Indoco Remedies Ltd.,INDOCO,Healthcare
Indokem Ltd,INDOKEM,Chemicals
IndoStar Capital Finance Limited,INDOSTAR,Financial Services
Indowind Energy Ltd.,INDOWIND,Power
Indraprashtha Gas Ltd.,IGL,"Oil, Gas & Consumable Fuels"
Indraprastha Medical Corporation Lt,INDRAMEDCO,Healthcare
Indrayani Biotech Ltd.,INDRANIB,Fast Moving Consumer Goods
Indsil Hydro Power and Manganese Limited,INDSILHYD,Metals & Mining
Indsoya Limited,INDSOYA,Services
Ind-Swift Laboratories Ltd.,INDSWFTLAB,Healthcare
Ind-Swift Ltd.,INDSWFTLTD,Healthcare
Inducto Steels ltd.,INDCTST,Capital Goods
Indus Finance Limited,INDUSFINL,Financial Services
INDUS TOWERS LIMITED,INDUSTOWER,Telecommunication
IndusInd Bank Ltd.,INDUSINDBK,Financial Services
Industrial & Prudential Inv. Co. Lt,INDPRUD,Financial Services
"Industrial Investment Trust Ltd.,",IITL,Financial Services
INEOS Styrolution India Limited,INEOSSTYRO,Chemicals
Inertia Steel Limited,INERTIAST,Services
INFIBEAM AVENUES LIMITED,INFIBEAM,Information Technology
Inflame Appliances Limited,INFLAME,Consumer Durables
Info Edge(India) Ltd.,NAUKRI,Consumer Services
Infomedia Press Limited,INFOMEDIA,"Media, Entertainment & Publication"
Informed Technologies India Ltd.,INFORTEC,Services
Infosys Ltd,INFY,Information Technology
Infra Industries Ltd.,INFRAIND,Capital Goods
Ingersoll-Rand (India) Ltd.,INGERRAND,Capital Goods
Inland Printers Ltd.,INLANPR,"Media, Entertainment & Publication"
Innocorp Limited,INNOCORP,Capital Goods
Innovassynth Investments Limited,INOVSYNTH,Financial Services
Innovative Ideals and Services (India) Limited,INNOVATIVE,Services
Innovative Tech Pack Ltd,INNOVTEC,Capital Goods
Innovators Facade Systems Limited,INNOVATORS,Capital Goods
Inox Leisure Limited,INOXLEISUR,"Media, Entertainment & Publication"
Inox Wind Energy Limited,IWEL,Capital Goods
Inox Wind Limited,INOXWIND,Capital Goods
Insecticides India Ltd.,INSECTICID,Chemicals
Insilco Ltd,INSILCO,Metals & Mining
Inspirisys Solutions Limited,INSPIRISYS,Information Technology
Intec Capital Limited,INTECCAP,Financial Services
Integra Capital Management Ltd.,INTCAPM,Financial Services
Integra Engineering India Ltd.,INTEGRAEN,Capital Goods
Integra Switchgear Ltd.,INTEGSW,Capital Goods
Integra Telecommunication & Software Limited,INTELSOFT,Information Technology
Integrated Capital Services Ltd,ICSL,Services
Integrated Proteins Ltd.,INTEGFD,Fast Moving Consumer Goods
INTELLECT DESIGN ARENA LIMITED,INTELLECT,Information Technology
Intense Technologies,INTENTECH,Information Technology
Inter Globe Finance Ltd.,INTRGLB,Financial Services
Inter State Oil Carrier Ltd,INTSTOIL,Services
INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER,Financial Services
InterGlobe Aviation Limited,INDIGO,Services
International Combustion (India) Lt,INTLCOMBQ,Capital Goods
"International Conveyors Ltd.,",INTLCONV,Capital Goods
International Data Managements Ltd.,IDM,Services
International Travel House Ltd,ITHL,Consumer Services
Intrasoft Technologies Limited,ISFT,Consumer Services
INVENTURE GROWTH & SECURITIES LIMITED,INVENTURE,Financial Services
Investment & Precision Castings Ltd,INVPRECQ,Capital Goods
IOL Chemicals & Pharmaceuticals Ltd,IOLCP,Healthcare
Ion Exchange (India) Ltd,IONEXCHANG,Construction
"IP Rings Ltd.,",IPRINGLTD,Automobile and Auto Components
Ipca Laboratories Ltd.,IPCALAB,Healthcare
IRB Infrastructure Developers Limited,IRB,Construction
IRCON International Ltd,IRCON,Construction
IRIS Business Services Limited,IRIS,Information Technology
IRONWOOD EDUCATION LIMITED,IRONWOOD,Consumer Services
ISF LIMITED,ISFL,Financial Services
ISGEC Heavy Engineering Limited,ISGEC,Construction
ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Construction
Ishan Dyes & Chemicals Ltd.,ISHANCH,Chemicals
Ishita Drugs & Industries Ltd.,ISHITADR,Healthcare
Ishwarshakti Holdings & Traders Ltd,ISHWATR,Financial Services
ISL Consulting Ltd,ISLCONSUL,Financial Services
ISMT Limited,ISMTLTD,Capital Goods
IST Limited,ISTLTD,Automobile and Auto Components
ITC Ltd,ITC,Fast Moving Consumer Goods
ITD Cementation India Ltd,ITDCEM,Construction
ITI Limited (Indian Teleph.Ind.Ltd),ITI,Telecommunication
ITL Industries Ltd.,ITL,Capital Goods
"IVP Ltd.,",IVP,Chemicals
Iykot Hitech Toolroom Ltd,IYKOTHITE,Capital Goods
IZMO Limited,IZMO,Information Technology
J. Kumar Infraprojects Limited,JKIL,Construction
J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,Healthcare
"J.J. Finance Corporation Ltd.,",JJFINCOR,Financial Services
J.K. CEMENT LTD,JKCEMENT,Construction Materials
"J.L. Morison (India) Ltd.,",JLMORI,Fast Moving Consumer Goods
"J.R. Foods Limited,",JRFOODS,Fast Moving Consumer Goods
J.Taparia Projects Ltd,JTAPARIA,Financial Services
Jagan Lamps Ltd.,JAGANLAM,Automobile and Auto Components
"Jagatjit Industries Ltd.,",JAGAJITIND,Fast Moving Consumer Goods
Jagran Prakashan Limited,JAGRAN,"Media, Entertainment & Publication"
Jagsonpal Finance & Leasing Ltd.,JAGSONFI,Financial Services
"Jagsonpal Pharmaceuticals Limited,",JAGSNPHARM,Healthcare
Jai Balaji Industries Limited,JAIBALAJI,Metals & Mining
Jai Corp Limited,JAICORPLTD,Capital Goods
Jaihind Synthetics Ltd.,JAIHINDS,Textiles
"Jain Irrigation Systems Ltd.,",JISLJALEQS,Capital Goods
"Jain Irrigation Systems Ltd.,",JISLDVREQS,Capital Goods
Jain Marmo Industries Ltd.,JAINMARMO,Construction Materials
Jain Studios Ltd.,JAINSTUDIO,"Media, Entertainment & Publication"
Jainco Projects (India) Ltd.,JAINCO,Services
JAINEX AAMCOL LTD.,JAINEX,Automobile and Auto Components
Jaipan Industries Ltd,JAIPAN,Consumer Durables
Jaiprakash Associates Limited,JPASSOCIAT,Construction
Jaiprakash Power Ventures Limited,JPPOWER,Power
James Warren Tea Limited,JAMESWARREN,Fast Moving Consumer Goods
Jammu and Kashmir Bank Ltd.,J&KBANK,Financial Services
"Jamna Auto Industries Ltd.,",JAMNAAUTO,Automobile and Auto Components
JAMSHRI REALTY LIMITED,JAMSHRI,Realty
Janus Corporation Limited,JANUSCORP,Diversified
Jasch Industries Ltd.,JASCH,Textiles
JATALIA GLOBAL VENTURES LIMITED,JATALIA,Information Technology
Jattashankar Industries Limited,JATTAINDUS,Textiles
Jauss Polymers Ltd,JAUSPOL,Capital Goods
"Jay Bharat Maruti Ltd.,",JAYBARMARU,Automobile and Auto Components
"Jay Shree Tea & Industries Ltd.,",JAYSHREETEA,Fast Moving Consumer Goods
Jay Ushin Ltd.,JAYUSH,Automobile and Auto Components
"Jayabharat Credit Ltd.,",JAYBHCR,Financial Services
Jayant Agro-Organics Limited.,JAYAGROGN,Chemicals
Jayaswal Neco Industries Ltd,JAYNECOIND,Capital Goods
JAYATMA ENTERPRISES LIMITED,JAYATMA,Services
JAYATMA INDUSTRIES LIMITED,JAYIND,Textiles
Jaykay Enterprises Limited,JAYKAY,Financial Services
Jaypee Infratech Limited,JPINFRATEC,Construction
"Jayshree Chemicals Ltd.,",JAYCH,Chemicals
"Jaysynth Dyestuff (India) Ltd.,",JAYSYN,Chemicals
"JBF Industries Ltd.,",JBFIND,Chemicals
JBM Auto Limited,JBMA,Automobile and Auto Components
JCT Ltd,JCTLTD,Textiles
JD Orgochem Ltd.,JDORGOCHEM,Chemicals
Jeevan Scientific Technology Limited,JSTL,Healthcare
Jenburkt Pharmaceuticals Ltd.,JENBURPH,Healthcare
Jet Airways (India) Ltd,JETAIRWAYS,Services
Jet Freight Logistics Limited,JETFREIGHT,Services
Jet Infraventure Limited,JETINFRA,Realty
Jetking Infotrain Ltd.,JETKINGQ,Consumer Services
Jetmall Spices and Masala Limited,JETMALL,Fast Moving Consumer Goods
Jhaveri Credits & Capital Ltd.,JHACC,Financial Services
JHS Svendgaard Laboratories Ltd.,JHS,Fast Moving Consumer Goods
Jigar Cables Limited,JIGAR,Capital Goods
Jindal Capital Ltd.,JINDCAP,Financial Services
"Jindal Drilling & Industries Ltd.,",JINDRILL,"Oil, Gas & Consumable Fuels"
"Jindal Hotels Ltd.,",JINDHOT,Consumer Services
JINDAL LEASEFIN LIMITED,JLL,Financial Services
Jindal Photo Limited,JINDALPHOT,Fast Moving Consumer Goods
Jindal Poly Films Ltd.,JINDALPOLY,Capital Goods
JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,JPOLYINVST,Financial Services
Jindal Saw Ltd.,JINDALSAW,Capital Goods
Jindal Stainless (Hisar) Limited,JSLHISAR,Capital Goods
Jindal Stainless Limited,JSL,Metals & Mining
Jindal Steel & Power Ltd,JINDALSTEL,Metals & Mining
Jindal Worldwide Ltd.,JINDWORLD,Textiles
JITF INFRALOGISTICS LIMITED,JITFINFRA,Utilities
JK Agri Genetics Limited,JK AGRI,Fast Moving Consumer Goods
JK Lakshmi Cement Limited,JKLAKSHMI,Construction Materials
JK Paper Ltd.,JKPAPER,Forest Materials
JK Tyre & Industries Ltd.,JKTYRE,Automobile and Auto Components
JLA Infraville Shoppers Limited,JSHL,Consumer Services
JM Financial Limited,JMFINANCIL,Financial Services
JMC Projects (india) Ltd.,JMCPROJECT,Construction
JMD Ventures Limited,JMDVL,"Media, Entertainment & Publication"
JMG Corporation Ltd,JMGCORP,Capital Goods
JOHN COCKERILL INDIA LIMITED,COCKERILL,Capital Goods
Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC,Consumer Durables
JOHNSON PHARMACARE LIMITED,JOHNPHARMA,Services
Joindre Capital Services Ltd.,JOINDRE,Financial Services
Jointeca Education Solutions Limited,JOINTECAED,Information Technology
Jonjua Overseas Limited,JONJUA,Services
Joonktollee Tea & Industries Limited,JOONKTOLL,Fast Moving Consumer Goods
"Josts Engineering Co. Ltd.,",JOSTS,Capital Goods
"JSL Industries Ltd.,",JSLINDL,Capital Goods
JSW Energy Limited,JSWENERGY,Power
JSW Holdings Limited,JSWHL,Financial Services
JSW ISPAT SPECIAL PRODUCTS LIMITED,JSWISPL,Metals & Mining
JSW Steel Limited,JSWSTEEL,Metals & Mining
JTEKT India Limited,JTEKTINDIA,Automobile and Auto Components
JTL INFRA LIMITED,JTLINFRA,Capital Goods
Jubilant Foodworks Limited,JUBLFOOD,Consumer Services
Jubilant Industries Limited,JUBLINDS,Chemicals
Jubilant Ingrevia Limited,JUBLINGREA,Chemicals
JUBILANT PHARMOVA LIMITED,JUBLPHARMA,Healthcare
Jumbo Bag ltd.,JUMBO,Capital Goods
"Jumbo Finance Ltd.,",JUMBFNL,Services
"Jupiter Industries & Leasing Ltd.,",JPTRLES,Financial Services
Jupiter Infomedia Limited,JUPITERIN,Consumer Services
Just Dial Limited,JUSTDIAL,Consumer Services
Justride Enterprises Limited,JRELTD,Automobile and Auto Components
Jyot International Marketing Limited,JYOTIN,Financial Services
